,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood
690,Nick Lloyd Webber,The Last Bus (Original Motion Picture Soundtrack),The Last Bus,3EL2tGbkBSyRvoLwo8stEe,0.353,0.295,1,-16.879,1,0.0288,0.919,0.129,0.278,86.115,213321,3,Happy
691,Various Artists,Band of Brothers - Original Motion Picture Soundtrack,Main Titles from the HBO Miniseries Band of Brothers - Instrumental,1LcNtS9B22LgIHxd9gTGcV,0.0842,0.176,5,-17.619,1,0.0376,0.97,0.102,0.0392,84.325,144893,3,Happy
692,Ludwig Goransson,The Mandalorian: Chapter 7 (Original Score),The Mandalorian - Orchestral Version,4mgVPwEtvXLPhmxCPFNKSi,0.477,0.243,2,-12.653,0,0.0391,0.7,0.288,0.117,83.329,140442,4,Happy
693,Various Artists,The Grand Budapest Hotel (Original Soundtrack),Mr. Moustafa,1uNhvxpkPrNHUNfeclo6xD,0.515,0.307,5,-15.087,1,0.0316,0.967,0.108,0.327,150.096,183813,4,Happy
694,Vitamin String Quartet,Bridgerton (Covers from the Netflix Original Series),Wildest Dreams,2fuiA0FQANMrcr2jXMc0nP,0.45,0.275,8,-11.48,1,0.0374,0.0711,0.0847,0.311,140.094,203293,4,Happy
695,John Williams,Indiana Jones and the Kingdom of the Crystal Skull (Original Motion Picture Soundtrack),Raiders March,5duZVZ4m1TaJDTCbeHG8TG,0.422,0.351,0,-13.002,1,0.0352,0.904,0.0784,0.168,132.317,305640,4,Happy
696,Isobel Waller-Bridge,EMMA. (Original Motion Picture Soundtrack),Emma Suite,6nQImNsFZlgsn9KeMbkjJT,0.325,0.19,0,-14.988,1,0.0395,0.585,0.0932,0.14,118.507,367867,4,Happy
697,Christophe Beck,Frozen (Original Score),"Vuelie - From ""Frozen""/Score",7tHKjzBYfMZvprnfyHcOK0,0.334,0.145,9,-14.682,0,0.0337,0.281,0.085,0.195,87.617,95987,4,Happy
698,Michael Giacchino,Up (Original Motion Picture Soundtrack),Married Life,7iocNjLrxPHLl8njgRlv5U,0.278,0.0675,0,-20.946,1,0.04,0.732,0.0812,0.112,82.626,250573,3,Happy
699,Peter Gregson,A Little Chaos (Original Soundtrack Album),A Little Chaos,0OKWHkdIAi2purVKdqaPC0,0.448,0.22,3,-15.014,1,0.035,0.837,0.0813,0.0947,137.915,337467,3,Happy
700,Bear McCreary,"Outlander: Season 1, Vol. 1 (Original Television Soundtrack)",Dance of the Druids (feat. Raya Yarbrough),39IOkz6LpC1qc5Wnt0T07r,0.179,0.341,9,-14.183,0,0.0475,0.659,0.126,0.0369,139.91,278947,3,Happy
701,Various Artists,WALL-E (Original Motion Picture Soundtrack),Define Dancing,5zeaIcBVA0Ta8JVp1S5zDM,0.313,0.378,1,-13.851,1,0.0307,0.847,0.119,0.0952,98.7,143373,4,Happy
702,Phil Collins,Brother Bear,"Transformation - From ""Brother Bear""/Soundtrack Version",3oEllCjRbaRJrZKtZVLsDJ,0.181,0.673,7,-8.675,1,0.0515,9.52e-06,0.0915,0.254,186.145,148933,4,Happy
703,Various Artists,AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,The bioluminescence of the night,7mJNJKQ1eZFKMmJoaqyw55,0.186,0.0359,1,-28.056,0,0.0369,0.202,0.0792,0.0391,127.743,217400,3,Happy
704,John Williams,John Williams: A Life In Music,"Flying Theme - From ""E.T""",4hbNZBElPjwCdfzYkJcTR2,0.246,0.309,7,-14.145,1,0.0348,0.875,0.0759,0.062,75.053,245800,4,Happy
705,Thomas Newman,Finding Nemo (Original Motion Picture Soundtrack),Field Trip,099QlSujdXkd9DCwAh2fgX,0.275,0.115,2,-18.861,1,0.0346,0.96,0.1,0.155,85.497,57520,3,Happy
706,Various Artists,The Hunchback Of Notre Dame (Original Motion Picture Soundtrack),The Bell Tower,1Dc6Mb9u2az5sQOvqfOqX7,0.0854,0.0191,9,-29.448,1,0.0386,0.365,0.192,0.0586,168.943,185160,3,Happy
707,Harry Gregson-Williams,Shrek (Original Motion Picture Score),Fairytale,1e3hPMCGrwPXYZ1DQhsiCE,0.0877,0.163,8,-18.769,1,0.0362,0.501,0.463,0.103,83.13,86693,3,Happy
708,Harry Gregson-Williams,The Martian: Original Motion Picture Score,Making Water,0AeUTVVGVWgwPCpPGAm6sT,0.495,0.335,10,-18.848,1,0.0494,0.873,0.104,0.0384,115.952,158160,4,Happy
709,Various Artists,Enchanted,"Enchanted Suite - From ""Enchanted""/Score",42TTHCYkSo0ER8RLmyV3Hu,0.257,0.402,7,-9.572,1,0.0324,0.633,0.103,0.18,109.566,272480,4,Happy
710,Lang Lang,The Painted Veil,The Painted Veil,3HohQPAZ5xzDs1ANErgk52,0.48,0.176,1,-22.666,1,0.0345,0.945,0.103,0.128,124.013,197653,4,Happy
711,Daft Punk,TRON: Legacy,"Flynn Lives - From ""TRON: Legacy""/Score",2OQS6fFDpJzpDVC6gNzoj5,0.45,0.278,1,-14.318,1,0.034,0.646,0.185,0.0421,108.004,202147,4,Happy
712,Thomas Newman,1917 (Original Motion Picture Soundtrack),Come Back to Us,44sVQfPdCTGM5JLBRHUngc,0.0717,0.0154,7,-30.218,0,0.0419,0.937,0.0928,0.0356,78.822,339587,3,Happy
713,Randy Edelman,Dragonheart,To The Stars - Dragonheart/Soundtrack Version,5LeCbkjJuhtqQhwXziPgUn,0.191,0.265,9,-12.469,0,0.0322,0.826,0.0428,0.0379,85.018,194093,4,Happy
714,NDR Radiophilharmonie,Epic Orchestra - New Sound of Classical,The Blue Planet,5TLBCv54hqLxMPfVQ8JMzq,0.0824,0.393,4,-11.488,0,0.0349,0.84,0.316,0.0384,83.916,193056,5,Happy
715,Various Artists,Wonderful Days (Original Motion Picture Soundtrack),Wonderful Days Theme II - 오케스트라 Version,0kRdq1tQFeBKYHdWQjD2H7,0.178,0.12,2,-16.03,0,0.0336,0.287,0.236,0.132,77.043,198217,4,Happy
716,John Williams,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),Rey's Theme,5wsHtmFHWntJzcN6n8ivjd,0.234,0.139,9,-16.854,0,0.0342,0.889,0.0814,0.12,102.682,191067,4,Happy
717,Patrick Doyle,Sense & Sensibility - Original Motion Picture Soundtrack,My Father's Favourite,0LrA0EtiJsr4tDHIGw82OW,0.109,0.0693,8,-21.196,1,0.0388,0.931,0.13,0.0411,58.869,327573,4,Happy
718,Rachel Portman,Chocolat (Original Motion Picture Soundtrack),Vianne Sets Up Shop,2vPalVURlUvEwv4xsLGbEM,0.659,0.407,2,-14.7,0,0.0397,0.486,0.372,0.593,106.603,117667,4,Happy
719,James Newton Howard,A Hidden Life (Original Motion Picture Soundtrack),Hope,0ByRFYqhIaKQqWXShfoOTw,0.0889,0.00958,9,-35.419,0,0.0454,0.129,0.0793,0.0556,80.418,150440,4,Happy
720,Theodore Shapiro,The Secret Life of Walter Mitty (Original Motion Picture Score),Stationary Cycle,3MZwaRLlfyvPSIP7qHpBO8,0.488,0.178,11,-16.165,0,0.0337,0.886,0.088,0.0383,88.463,163453,3,Happy
721,Various Artists,The Shape Of Water (Original Motion Picture Soundtrack),Elisa's Theme,0Cr1H8kCXN5qBAQCHYtVGu,0.447,0.168,10,-17.865,1,0.0372,0.804,0.0979,0.272,180.063,156467,3,Happy
722,Various Artists,Cinderella (Original Motion Picture Soundtrack),A Golden Childhood,06c5mZyiTC81gCaQ05sCIG,0.132,0.0762,7,-22.389,1,0.0384,0.432,0.095,0.0756,87.111,236920,3,Happy
723,Nate Heller,A Beautiful Day in the Neighborhood (Original Motion Picture Soundtrack),Score Suite,4jVaVybiUiKHPd0SxfU3ZK,0.359,0.2,5,-14.776,1,0.0348,0.891,0.167,0.083,146.489,286400,4,Happy
724,George Fenton,Frozen Planet (Soundtrack from the TV Series),Leaping Penguins,6wsoNBrdpgQ0EY0MektJYq,0.359,0.255,2,-16.246,1,0.0388,0.682,0.271,0.163,123.121,88293,3,Happy
725,Various Artists,The Prince Of Egypt (Music From The Original Motion Picture Soundtrack),The Burning Bush,5tgyHc2LLF0BI2udBTMFJz,0.0912,0.0583,9,-24.011,0,0.0382,0.877,0.117,0.0367,86.432,436667,5,Happy
726,Rachel Portman,The Duchess (Original Motion Picture Soundtrack),End Titles,1CxT3WZkSuEAxPOKAPzDDl,0.175,0.171,4,-19.589,0,0.0411,0.9,0.208,0.0746,122.278,128320,4,Happy
727,Christopher Willis,The Personal History of David Copperfield (Original Motion Picture Soundtrack),Adventures of a London Gentleman,16iqQIS5kz8tj2EeoDvq7i,0.267,0.272,4,-12.788,1,0.0375,0.824,0.199,0.15,125.267,229787,4,Happy
728,Ilan Eshkeri,Stardust - Music From The Motion Picture,Flying Vessel,1kmkBb6u7bA37GxDaNPils,0.221,0.383,7,-12.74,1,0.0474,0.909,0.144,0.0749,96.289,221573,4,Happy
729,Ennio Morricone,Nuovo Cinema Paradiso (Original Motion Picture Soundtrack) [Remastered Edition],Nuovo Cinema Paradiso,4xx3UI7cLCk1awQPAPLeHj,0.274,0.148,10,-16.815,1,0.0367,0.889,0.121,0.188,127.323,178667,3,Happy
730,Various Artists,The Lion King,"Under the Stars - From ""The Lion King""/Score",37lotBTQcBbYI7vEoGsOfg,0.292,0.161,7,-20.812,1,0.0407,0.56,0.123,0.108,107.308,225267,3,Happy
